Method,violation_rate-mean,violation_rate-std,condorcet_loser-mean,condorcet_loser-std,condorcet_winner-mean,condorcet_winner-std,consensus_committee-mean,consensus_committee-std,dummetts_condition-mean,dummetts_condition-std,fixed_majority-mean,fixed_majority-std,local_stability-mean,local_stability-std,majority-mean,majority-std,majority_loser-mean,majority_loser-std,solid_coalitions-mean,solid_coalitions-std,strong_pareto_efficiency-mean,strong_pareto_efficiency-std,strong_unanimity-mean,strong_unanimity-std
Neural Network,0.013754,0.08785119343529381,0.002214,0.04685234957232695,0.008317999999999999,0.08958836210500909,0.0004719999999999999,0.02170165140639067,0.009033999999999999,0.09451047069091113,0.00017600000000000002,0.00902920679484384,0.07011400000000001,0.2552502593760741,0.0066619999999999995,0.08125089158750569,0.00659,0.08086640917633783,0.009033999999999999,0.09451047069091113,0.03868,0.1928030563879216,0.0,0.0
Random Choice,0.3416509090909091,0.37805822875079415,0.04716,0.21198097650496522,0.75856,0.42795645385953995,0.00124,0.03519179449814201,0.38612,0.4868586505342505,0.66228,0.4729325550223034,0.55236,0.49725087269904994,0.35148,0.4774325183729837,0.17872,0.38311768635752874,0.37492,0.48410225531384465,0.40764,0.49139559460787274,0.03768,0.19042115848825433
Borda ranking,0.032363636363636365,0.1254885545982748,0.0,0.0,0.14204,0.3490911605870816,0.00068,0.026067941997780772,0.0146,0.11994515413300953,0.10936,0.31209035614703073,0.02756,0.16370841884278567,0.01036,0.1012554709633298,0.0,0.0,0.0146,0.11994515413300953,0.0368,0.18827044377699506,0.0,0.0
Plurality ranking,0.13318545454545452,0.18827968633696832,0.0002,0.014140721339454234,0.5906,0.49172313348049596,0.0,0.0,0.0304,0.17168529348779699,0.51924,0.4996296852669843,0.0008,0.02827295527531115,0.0,0.0,0.0982,0.29758487864812233,0.0,0.0,0.1952,0.3963545887206895,0.0304,0.17168529348779699
Approval Voting (AV),0.018283636363636363,0.0824253687303503,0.00012,0.010953793863312156,0.10824,0.31068328310351256,0.00096,0.030968990942563453,0.00264,0.05131306266439743,0.0668,0.24967530915171798,0.01676,0.12837095621676348,0.00064,0.025290124554855076,0.00232,0.04811047287233378,0.00264,0.05131306266439743,0.0,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.045399999999999996,0.14685588869710295,0.0,0.0,0.20624,0.40460482251210456,0.00088,0.029651738566231028,0.03108,0.17353395517881004,0.14844,0.3555356049680209,0.04168,0.1998568928008562,0.02376,0.15230056598711383,0.01624,0.126397240476186,0.03108,0.17353395517881004,0.0,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.23174909090909093,0.3226051226597265,0.0,0.0,0.68608,0.4640842957912347,0.00104,0.03223225713474831,0.2522,0.4342754425477567,0.61064,0.48760515829914225,0.25004,0.4330357934398546,0.21908,0.41362296067788823,0.11172,0.315021652589112,0.23312,0.42281800529304253,0.14708,0.354185648495292,0.03824,0.19177513498892082
Lexicographic Chamberlin-Courant (lex-CC),0.16206545454545454,0.25406863025980253,0.0,0.0,0.5492,0.4975734719615827,0.0008,0.028272955275310697,0.1682,0.37404379422730244,0.47676,0.4994596103791504,0.18432,0.38774493884522154,0.15492,0.36182840352856604,0.08032,0.27178796441339115,0.1682,0.37404379422730244,0.0,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.22211272727272727,0.31995302549680377,8e-05,0.008943914131966563,0.66552,0.4718083610959208,0.001,0.031606961258559683,0.23996,0.4270587762826447,0.5906,0.4917231334804963,0.23884,0.42637478161826137,0.20632,0.404662893777121,0.10904,0.31168939410892593,0.221,0.4149204743079247,0.13284,0.33940173010757374,0.03804,0.19129286029544684
Monroe's Approval Rule (Monroe),0.07714545454545454,0.20183330741120747,0.0,0.0,0.29996,0.4582401099860318,0.00076,0.027557619635955793,0.06444,0.24553510217487753,0.2304,0.4210888742295988,0.07984,0.2710453364291083,0.05528,0.22852597576639724,0.0264,0.16032167663798513,0.06444,0.24553510217487753,0.02708,0.16231658448844993,0.0,0.0
Greedy Monroe,0.07224363636363637,0.1890966803077635,8e-05,0.008943914131966563,0.29996,0.4582401099860318,0.0008,0.02827295527531106,0.05544,0.22883707391940555,0.23244,0.4223880282395336,0.071,0.2568248430350304,0.0456,0.2086160108908458,0.02868,0.16690553495912094,0.05544,0.22883707391940555,0.00524,0.07219793902874727,0.0,0.0
Minimax Approval Voting (MAV),0.2610981818181818,0.33255555921765756,0.02028,0.14095645284982725,0.7052,0.4559528045752538,0.00096,0.030968990942565174,0.2706,0.44426978290218405,0.61116,0.48748687613114683,0.42188,0.4938595606040063,0.25004,0.4330357934398554,0.12328,0.32875833312639574,0.2706,0.44426978290218405,0.19808,0.39855277392081423,0.0,0.0
